,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA_log,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,THERMOSTAT,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,BATHROOMS,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
45,Detached house,Cold/Very Cold,1980-1989,7.98514393119862,Individual,F: +20 yrs,Central water system,1.0,0.0,0.0,1.0,3,2.5-3.5,2.0,2,Owned,4.888693623291013,6.1006776320812985,5.002737521969115,6.311553304478671,7.15121897071833
46,Attached house,Marine,2010-2015,7.30854279753919,None,A: -2 yrs,Other individual,0.0,1.0,0.0,0.0,0-2,2.5-3.5,2.0,3,Rented,0.0,5.364432768754897,5.4980285108791245,6.664460039457074,7.122802140388796
47,Detached house,Mixed-Humid,1970-1979,7.359467638255621,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Rented,5.639208397330961,7.141221369099264,6.573861714725663,7.790241006243931,8.449821861662446
48,Detached house,Hot-Humid,1960-1969,7.398174092970465,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,6.761919930758593,6.558708310778772,6.3591066315064095,7.45515966748863,8.261823408431702
49,Detached house,Hot-Humid,1960-1969,7.809135398120538,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,6.393724524267198,5.749997898453164,4.89470054929749,6.398078994472668,7.404607731110506
50,Detached house,Cold/Very Cold,1970-1979,7.293697720601438,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,1.0,0-2,0-1,1.0,1,Occupied,3.772531026609547,7.274146863104163,5.704049105773632,7.697071361448114,8.290287572391144
51,Detached house,Cold/Very Cold,2010-2015,8.031060180240619,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,3.0,2,Owned,3.7914360424390283,7.672520548794164,6.830377350960745,7.189077168281235,8.398461455886405
52,Detached house,Hot-Humid,.<1950,7.026426808699636,Individual,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,1.0,1,Owned,5.214555250442706,4.869685980408033,4.9890711161804155,5.825764091330264,6.680766845572891
53,Detached house,Cold/Very Cold,.<1950,6.9167150203536085,Central,F: +20 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,5.093197901078078,6.171742350192701,6.016888599448141,6.766491208977956,7.558772318103953
54,Detached house,Cold/Very Cold,1980-1989,7.866722285136729,None,F: +20 yrs,Central water system,0.0,0.0,1.0,1.0,3,1.5-2,2.0,2,Owned,0.0,7.346048918841511,4.746930131025923,6.410010394754677,7.7280592021902805
55,Detached house,Cold/Very Cold,2010-2015,8.026496938945412,Central,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,1.5-2,2.0,1,Owned,2.955430976780465,7.1004313753549475,5.504640240131903,7.403725099716141,8.04450436024049
56,Attached house,Hot-Dry/Mixed-Dry,1980-1989,7.123672785204607,Central,B: 2-4 yrs,Other individual,0.0,0.0,1.0,0.0,0-2,1.5-2,0.0,2,Owned,3.7898553714539385,3.5248888540047054,4.972240906108944,5.92908369652421,6.3891662645983125
57,Attached house,Hot-Humid,1970-1979,7.3783837129967145,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,4,2.5-3.5,2.0,1,Owned,6.325129274933397,5.723029392018658,5.695246143633915,7.043439352924736,7.742415042564345
58,Detached house,Mixed-Humid,1970-1979,7.149131598557407,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,1.0,1,Owned,4.069539443303129,6.1124424736608844,5.4479865910667415,6.1568730477709535,7.09937513892387
59,Detached house,Mixed-Humid,.<1950,7.4342573821331355,Central,F: +20 yrs,Other individual,0.0,0.0,1.0,0.0,3,0-1,0.0,1,Rented,6.33223112127721,7.072040148289941,5.3686826292086005,6.6936705721562735,7.922920739193144
60,Detached house,Hot-Dry/Mixed-Dry,1980-1989,8.427924723658055,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,0.0,4,1.5-2,3.0,1,Owned,5.931130508068282,5.920183345103019,6.065481443685878,6.731041966545735,7.608280177130967
61,Apartment in bld with 5+ units,Hot-Humid,2000-2009,6.71295620067707,Central,A: -2 yrs,Central heat pump,1.0,0.0,0.0,0.0,,1.5-2,0.0,1,Rented,5.515684265084792,1.1786549963416462,4.963124311425204,6.993850403006858,7.300985849421959
62,Attached house,Cold/Very Cold,.<1950,7.669961995473577,Individual,D: 10-14 yrs,Central water system,1.0,1.0,0.0,1.0,3,0-1,0.0,2,Rented,3.7386215460087504,6.522401574023394,4.4836802884003815,6.226497142814606,7.1806713689208035
63,Detached house,Cold/Very Cold,1960-1969,7.499423290592229,Individual,B: 2-4 yrs,Other individual,0.0,1.0,0.0,0.0,0-2,0-1,0.0,2,Owned,4.87052995943538,0.0,6.648880917712129,7.176720784160987,7.7002589872822025
64,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1960-1969,6.61472560020376,None,F: +20 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,5.009834973925487,4.343805421853684,6.271479804498731,6.625578027164801
65,Detached house,Cold/Very Cold,.<1950,8.51097389160232,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,4,1.5-2,0.0,2,Owned,3.657646751682838,6.522283956368848,4.465333240800292,5.478135793123873,6.949137116760906
66,Detached house,Cold/Very Cold,1950-1959,7.79934339821592,Both central and individual,B: 2-4 yrs,Central furnace,0.0,0.0,1.0,1.0,3,1.5-2,1.0,1,Owned,4.492673154760945,5.693631123599825,5.4247297289024745,6.822861657963508,7.332297260895038
67,Detached house,Cold/Very Cold,.<1950,8.229777750081887,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,3,1.5-2,0.0,2,Owned,5.944399144681508,7.264737175806012,5.892776167607106,7.080968816745364,8.1194432447629
68,Detached house,Cold/Very Cold,1950-1959,7.069874128458572,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Owned,3.535145354171894,6.577318790530269,5.139204394890964,7.004582489331708,7.611921526024515
69,Attached house,Mixed-Humid,1970-1979,7.232010331664759,Central,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,2,Rented,4.998967489228574,4.856551278713541,5.447814377693948,6.85313012431819,7.281337486222574
70,Attached house,Cold/Very Cold,2000-2009,8.492285555710053,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,2,Owned,5.214392131610276,6.582966523905727,6.023253869597389,6.882663086570381,7.7370579063231295
71,Apartment in bld with 2-4 units,Hot-Dry/Mixed-Dry,1980-1989,6.7226297948554485,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.324529928325356,4.01349597435878,4.7487509144656155,5.640665165340723,6.2633220692127916
72,Detached house,Cold/Very Cold,2000-2009,8.564076777315087,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,2,Rented,4.632493481636982,6.7698141778689145,5.628052675230817,7.404638152785343,7.969921401878113
73,Detached house,Mixed-Humid,2000-2009,8.181160858023409,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,1,Owned,5.542360981969988,5.6217767303753385,6.219396615153989,7.838591707418238,8.179673606517246
74,Detached house,Cold/Very Cold,1980-1989,7.1316985104669115,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,0-1,0.0,1,Owned,3.4368862240706624,7.24608293610281,6.975834399792731,7.474494208429193,8.357880879925128
75,Detached house,Mixed-Humid,.<1950,7.703007682479236,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,5.807421509415687,6.590479603683278,4.75720434184359,6.8617008692217185,7.663548566192353
76,Detached house,Hot-Humid,2000-2009,7.623153068476902,Central,E: 15-19 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,5.914070412200284,5.962627734169424,6.053640905534658,7.325504625923521,7.901021866697497
77,Detached house,Marine,1990-1999,7.529943370601589,None,E: 15-19 yrs,Other individual,0.0,1.0,0.0,0.0,3,1.5-2,2.0,1,Rented,0.0,6.760576902723628,6.421606007511718,7.748619631524104,8.241307928843968
78,Detached house,Hot-Humid,1980-1989,7.884952945759814,Central,B: 2-4 yrs,Central furnace,0.0,1.0,1.0,0.0,3,2.5-3.5,0.0,2,Owned,7.055269701770686,6.090268616166562,4.935480620495495,7.165454834437954,8.016509299327023
79,Detached house,Mixed-Humid,1990-1999,8.368925174747135,Central,F: +20 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,3.0,1,Owned,5.718900945787902,6.303278099134691,4.879310987873205,6.9303285742344345,7.602051798798604
80,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,6.517671272912275,Individual,C: 5-9 yrs,Other individual,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.4391352210025476,6.2590268169688175,5.846323161438311,7.127003252376,7.669481245307374
81,Detached house,Mixed-Humid,1980-1989,8.00202481821611,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,1.0,0.0,3,2.5-3.5,2.0,2,Owned,6.365972041760872,7.708729430995529,5.894099758038861,7.585956320393706,8.544738317085866
82,Detached house,Cold/Very Cold,1990-1999,8.971956271245688,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,1.0,+4,2.5-3.5,3.0,2,Occupied,5.920585970224212,7.183794839649844,5.2095407961571905,7.91628602798521,8.43644073192846
83,Detached house,Cold/Very Cold,1970-1979,7.693025748417888,None,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,1.0,4,1.5-2,2.0,Split-level,Owned,0.0,5.3931274213106795,5.847103294100423,6.986751285208635,7.406297773034294
84,Apartment in bld with 2-4 units,Hot-Dry/Mixed-Dry,1950-1959,5.934894195619588,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,5.294660689044493,6.06345957427913,7.315318185172448,7.664008705463028
85,Detached house,Marine,1960-1969,7.195187320178709,None,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,3,0-1,2.0,1,Owned,0.0,5.958579719772206,4.54159120434522,6.26530121273771,6.912643313054913
86,Attached house,Mixed-Humid,1970-1979,7.124478262493424,Central,D: 10-14 yrs,Central heat pump,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.676560182074764,5.697059928895374,5.4241567513871844,6.837118199382696,7.353088326644817
87,Detached house,Hot-Humid,.<1950,8.202208436436448,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,0.0,1,Rented,7.100934345776873,6.496563806500526,5.528595406762846,6.90718511647038,8.046927127737598
88,Detached house,Cold/Very Cold,1990-1999,7.332369205929062,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,5.112951179567857,6.666931346812849,4.635117262356044,6.294047547248617,7.373700684767019
89,Detached house,Marine,1990-1999,7.40184157874383,Individual,D: 10-14 yrs,Other individual,0.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,2.8820035082256483,5.383255763064228,5.775513815333549,7.02735887862797,7.427703168077376
90,Detached house,Cold/Very Cold,1950-1959,7.719129840906732,Central,A: -2 yrs,Central furnace,1.0,0.0,1.0,0.0,3,0-1,0.0,1,Owned,4.692173229609665,6.791850478337526,5.866836261092499,6.684236657337844,7.672981231403633
91,Attached house,Cold/Very Cold,2010-2015,8.09101504171053,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,3,2.5-3.5,2.0,1,Owned,4.369700984983244,4.860509835518618,5.571811768288968,7.479796408781624,7.714186500995421
92,Detached house,Mixed-Humid,.<1950,7.354362330421477,Individual,F: +20 yrs,Central furnace,0.0,0.0,1.0,0.0,0-2,0-1,0.0,1,Owned,5.678909012380178,6.586516423001513,6.492527672379203,7.453121450222501,8.13162188291852
93,Detached house,Cold/Very Cold,.<1950,7.156176637480615,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,1.0,0-2,0-1,0.0,1,Owned,4.000583182407627,5.86061526868299,4.519612297626445,6.194507426715189,6.892052635254846
94,Detached house,Hot-Humid,1960-1969,6.985641817639208,Both central and individual,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,3,0-1,0.0,1,Owned,6.095058503318088,6.883749430515291,6.03495497818251,7.465248816536458,8.18340016251059
95,Mobile home,Cold/Very Cold,1970-1979,6.576469569048224,None,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,0.0,5.485792288582786,5.6953469958350995,6.508784039990289,7.096497843578917
96,Detached house,Hot-Humid,1970-1979,7.488852955733459,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,5.783301968554202,4.556609995372715,5.840583516148347,6.798654443708587,7.413192410867231
97,Detached house,Marine,1990-1999,8.801017833540714,Individual,E: 15-19 yrs,Central water system,1.0,1.0,0.0,1.0,3,+3.5,3.0,2,Owned,2.87976009730157,7.435396721026664,5.837176357826732,6.920553037211998,8.027943132167927
98,Mobile home,Mixed-Humid,2000-2009,7.170888478512505,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,5.633538821267597,6.138439543186145,5.702181193289227,7.535280685230923,7.9767567973917215
99,Detached house,Marine,2000-2009,7.409136443920128,None,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,0.0,0-2,1.5-2,1.0,2,Owned,0.0,6.352402889832672,4.9305814752498796,6.923638470609675,7.453758839497698
100,Detached house,Cold/Very Cold,1950-1959,6.8308742346461795,None,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,0-1,0.0,1,Rented,0.0,6.2149480406352895,4.243913332544247,6.512651308423623,7.124043385339364
101,Apartment in bld with 5+ units,Marine,2010-2015,7.611347717403621,None,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,0.0,4.963403914390817,6.074978147335799,7.053663511549553,7.457615060039408
102,Detached house,Hot-Dry/Mixed-Dry,2000-2009,8.128585200374497,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,0.0,+4,+3.5,3.0,2,Owned,6.442794911088096,5.772966438994861,5.8453399056258455,8.247963815906674,8.539367513822732
103,Detached house,Hot-Humid,1990-1999,7.555381944240273,Central,F: +20 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,6.070137085759284,3.814189645079383,5.2883680356943685,7.118826249062078,7.553863261536296
104,Attached house,Mixed-Humid,1950-1959,7.365180126021013,Individual,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,1.0,+4,0-1,1.0,2,Rented,5.059425458265688,6.653391921723181,6.341980563731131,6.906164013590645,7.822540878712987
105,Detached house,Cold/Very Cold,2000-2009,8.552367266423891,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,1.0,+4,2.5-3.5,3.0,2,Owned,5.466582256352257,6.950996744221152,4.952794294406406,7.36671691923272,8.006980712971563
106,Detached house,Mixed-Humid,.<1950,8.16876982367527,Individual,C: 5-9 yrs,Central water system,1.0,0.0,1.0,0.0,+4,1.5-2,0.0,2,Owned,6.705161624708119,7.911078387625425,5.62390919707302,8.126462004034714,8.88193630000448
107,Attached house,Cold/Very Cold,1990-1999,7.736743682453495,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,0-2,1.5-2,2.0,1,Owned,4.01041932728434,6.3531693202208315,4.632785353021065,6.866756185447444,7.4319570419813665
108,Detached house,Mixed-Humid,1990-1999,8.823353485113792,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,6.12909378209602,7.079799201364957,6.287505337934856,7.24686688654028,8.184586274811206
109,Detached house,Mixed-Humid,1960-1969,7.842278779117352,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,1.0,3,1.5-2,0.0,2,Owned,6.198803866877225,6.921845543324141,5.761013108110473,7.487700166247272,8.190620591293948
110,Detached house,Mixed-Humid,1970-1979,7.75833346749091,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,5.833435522883059,6.278371319092011,6.265586343186821,7.469437501798148,8.055544958425081
111,Attached house,Mixed-Humid,1970-1979,7.83241092718792,Central,F: +20 yrs,Central heat pump,0.0,0.0,1.0,1.0,3,2.5-3.5,0.0,2,Owned,6.306859058126299,6.652346767080652,5.226069202340413,7.22705229080317,7.966288352756447
112,Detached house,Cold/Very Cold,1980-1989,7.545389749611823,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,3,0-1,1.0,1,Rented,4.4356858779956285,6.398128935791629,5.833728280072339,6.838137212101267,7.578917552805307
113,Apartment in bld with 2-4 units,Mixed-Humid,.<1950,7.158513997329321,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,3,0-1,0.0,1,Owned,4.9459901006027245,6.5628818509713645,5.415166633044329,7.040877838045607,7.702149526558366
114,Detached house,Cold/Very Cold,1950-1959,6.720220155135295,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,0.0,0-2,0-1,0.0,1,Owned,3.799525974201,6.703556143668865,4.289362949810462,5.810811597414573,7.141870421663644
115,Detached house,Mixed-Humid,1980-1989,6.792344427470809,None,A: -2 yrs,Other individual,1.0,0.0,0.0,0.0,3,0-1,2.0,1,Rented,0.0,6.442301284434973,6.380292014063123,6.792288309173424,7.6529729518330845
116,Apartment in bld with 5+ units,Cold/Very Cold,1960-1969,6.635946555686647,Both central and individual,B: 2-4 yrs,Central water system,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,2.87751164216656,4.999709153962702,4.440884991680235,5.372496764722288,6.138569032136602
117,Mobile home,Hot-Humid,2000-2009,7.210079628170788,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,5.756754359422307,6.328400961696217,6.1719302161404626,7.4179887274469385,8.012472229560156
118,Detached house,Hot-Dry/Mixed-Dry,1960-1969,7.364547014255642,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,4,2.5-3.5,2.0,1,Owned,6.547846540533007,5.407395961574274,5.412493906610308,6.51104672014644,7.503570737798038
119,Detached house,Mixed-Humid,1950-1959,7.135687347028144,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,0-2,0-1,0.0,1,Owned,5.849670541490095,6.157677893834649,4.532814523795951,6.455308620176728,7.343128642828966
120,Apartment in bld with 5+ units,Mixed-Humid,2000-2009,6.418364935936212,Individual,D: 10-14 yrs,Central water system,0.0,0.0,0.0,0.0,,0-1,0.0,1,Rented,5.119788607992779,4.563410251739859,5.278114659230517,7.170734738793546,7.471368779690536
121,Apartment in bld with 5+ units,Mixed-Humid,2010-2015,7.121252453244542,Individual,A: -2 yrs,Other individual,1.0,0.0,0.0,0.0,3,0-1,0.0,1,Rented,4.090001812787964,5.352474057499991,6.225805176515408,6.850401551952162,7.4487763954631525
122,Detached house,Hot-Humid,1950-1959,7.555381944240273,None,A: -2 yrs,Other individual,1.0,0.0,0.0,0.0,3,0-1,2.0,1,Owned,0.0,6.929389561107286,5.149585312747638,7.188722356233532,7.8306799574923325
123,Detached house,Cold/Very Cold,1990-1999,6.9584483932976555,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,4.350277936359301,6.836753247627414,5.216293531069446,7.257848611555315,7.866879421122917
124,Detached house,Marine,1950-1959,6.675823221634848,None,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,6.903034151979601,6.3153218345030355,7.396948602621014,8.063777616494118
125,Detached house,Marine,1950-1959,8.453827315794417,None,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,0-2,2.5-3.5,2.0,Split-level,Owned,0.0,6.293289880456387,4.821973681556102,6.536662611663971,7.210168316033912
126,Mobile home,Cold/Very Cold,1990-1999,7.208600337960199,Central,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,4.696107180980193,5.853781691932408,6.671906355170373,7.265094002570406,7.891513986947676
127,Mobile home,Mixed-Humid,1970-1979,6.61338421837956,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,5.147261891628081,6.719846140689151,5.493884150092012,7.332591548769558,7.926671188886818
128,Detached house,Hot-Humid,1970-1979,7.913521017283895,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,6.180099465958529,5.074110750380562,5.233031899849407,7.024666823889638,7.576225471829642
129,Attached house,Hot-Humid,2000-2009,8.406708458240965,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,0.0,4,2.5-3.5,2.0,2,Owned,6.49523534400027,6.60828398595538,6.218420820750109,7.583105020511502,8.260187742812514
130,Detached house,Hot-Dry/Mixed-Dry,.<1950,7.4770384723196965,None,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,0.0,3,1.5-2,1.0,1,Owned,0.0,4.513054897080286,4.963334020978243,6.5597568705223015,6.844144327518774
131,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,7.183870715062453,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,0.0,3,1.5-2,0.0,1,Owned,3.6462328793924637,6.723098998841462,6.311843696146471,7.67909884843298,8.183243769819397
132,Detached house,Mixed-Humid,1990-1999,8.652947112393857,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,5.146039931102459,6.658806621485975,6.071384170283856,7.683058317555314,8.175519450395559
133,Detached house,Mixed-Humid,1970-1979,7.974188669286011,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,2,Owned,6.076127334986691,6.703323073458476,5.526050370196054,7.183832778075783,7.94326801070693
134,Detached house,Marine,2000-2009,8.27664912542186,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,0.0,+4,2.5-3.5,3.0,2,Owned,4.6613614656378335,5.228323994727502,5.683341643751415,8.137977532180189,8.295343802312741
135,Detached house,Hot-Dry/Mixed-Dry,1990-1999,7.878912912297133,Central,E: 15-19 yrs,Central water system,1.0,1.0,0.0,0.0,4,2.5-3.5,2.0,1,Owned,3.834709902325476,6.313638621885146,4.934545872989001,5.964709809799163,7.024453281758744
136,Apartment in bld with 5+ units,Hot-Humid,1980-1989,7.347299700743164,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,4.644679319082804,3.6333667441836774,4.8742808728544365,6.289715570908998,6.695489845815111
137,Detached house,Cold/Very Cold,1980-1989,8.715388097366482,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,1.0,4,+3.5,3.0,2,Owned,5.977238839844,6.432264623503635,4.273048472104136,7.6668540443347855,8.077453358563707
138,Detached house,Hot-Humid,2000-2009,7.934871565945177,Central,A: -2 yrs,Central heat pump,1.0,1.0,0.0,1.0,3,2.5-3.5,2.0,2,Owned,6.518099541605734,6.190889011801599,5.835950438233619,7.422582884127426,8.064104887965575
139,Attached house,Cold/Very Cold,1990-1999,7.327123292259293,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,2,Rented,4.080076590424396,4.926673806915383,5.372171735118517,5.774085598498625,6.5947553985460665
140,Detached house,Hot-Humid,1980-1989,8.063692634269517,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,0.0,4,2.5-3.5,2.0,2,Owned,6.464167654481823,4.14883274750617,5.639599445879288,7.1600925173477625,7.727742137502025
141,Detached house,Cold/Very Cold,.<1950,7.601402334583733,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,1.0,0-2,0-1,1.0,1,Owned,5.324715840402567,6.40060622168857,5.37592634587502,7.13316825320704,7.729093367128327
142,Detached house,Mixed-Humid,.<1950,8.146129510025405,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,1.0,+4,0-1,0.0,2,Owned,5.481097151672685,6.747739097349466,5.424817850157378,7.351209572994336,7.963560966210928
143,Apartment in bld with 2-4 units,Cold/Very Cold,1980-1989,7.270312886079025,Individual,F: +20 yrs,Central water system,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.125688681724982,6.0923726655395205,5.3706380281276624,6.474662003756499,7.293874455492764
144,Detached house,Marine,1970-1979,7.280697195384741,Individual,F: +20 yrs,Other individual,1.0,0.0,0.0,0.0,3,2.5-3.5,2.0,2,Owned,3.769075996108213,6.6924930879937286,6.676188854656844,7.853950384449139,8.346606510840632
145,Detached house,Cold/Very Cold,1990-1999,7.429520842786462,Individual,F: +20 yrs,Central furnace,0.0,1.0,1.0,1.0,3,2.5-3.5,2.0,1,Owned,4.267316996289947,7.61328547258741,5.68306943305866,7.4914446726316894,8.338004322627304
146,Detached house,Hot-Humid,2010-2015,8.204124932574041,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,2.5-3.5,3.0,1,Owned,6.7660880226485745,6.494389038977715,5.209103566003207,7.4473374415148,8.138725355203002
147,Detached house,Cold/Very Cold,.<1950,7.4999765409521215,Individual,D: 10-14 yrs,Other individual,0.0,1.0,1.0,0.0,3,1.5-2,0.0,1,Owned,3.8995454839170334,7.278442589554357,5.91155516387968,7.372608165900305,8.147916318528981
148,Detached house,Mixed-Humid,2010-2015,7.535830462798367,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0.0,3,1.5-2,2.0,1,Owned,5.842819516673411,6.998747056987867,6.404418212515208,7.721672141837011,8.365963242099957
149,Attached house,Cold/Very Cold,1970-1979,6.872128101338986,Individual,E: 15-19 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,2.5603232890727545,5.107943476563253,5.261342130423142,6.53464602857998,6.962811484730215
150,Apartment in bld with 2-4 units,Marine,1960-1969,6.472346294500901,None,D: 10-14 yrs,Other individual,1.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,0.0,5.039935163141118,4.750568388677448,4.992878572506997,6.029410409522736
151,Detached house,Mixed-Humid,1970-1979,7.719129840906732,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,5.697294808520646,6.825231997227068,5.183187059294405,6.849871896533587,7.7569912599996
152,Detached house,Hot-Humid,2000-2009,7.6676260915849905,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,6.273009073296668,5.606500351849647,5.923239238112416,7.3874493043108265,7.933244751096994
153,Detached house,Mixed-Humid,1970-1979,8.36474106822456,Central,A: -2 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,6.172472741819407,6.602927047695386,5.12859609172982,6.456879539644578,7.61059037973096
154,Detached house,Mixed-Humid,1990-1999,8.101374671228582,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.5-3.5,2.0,1,Owned,6.667300244893038,5.689784965012348,5.350957253872216,7.513196295789474,8.046219491804353
