,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,THERMOSTAT,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST,HEAT_COST,WATERHEAT_COST,HOTTUB,SWIMPOOL,BATHROOMS,ELECT_COST,TOT_COST
1403,Detached house,Mixed-Humid,2000-2009,1545.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,0.0,3,0.0,2.0,1,Rented,163.85,253.2,403.71,0,0.0,1.5-2,1994.42,2815.1800000000003
1404,Detached house,Mixed-Humid,1960-1969,2401.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,4,1.0,2.0,3,Owned,335.99,911.83,344.92,0,1.0,2.5-3.5,2758.29,4351.030000000001
1405,Mobile home,Cold/Very Cold,1990-1999,1280.0,None,D: 10-14 yrs,Other individual,,,,0-2,,,NA,Owned,0.0,0.0,510.55,0,0.0,1.5-2,546.0,1056.55
1406,Detached house,Mixed-Humid,1950-1959,3240.0,Central,F: +20 yrs,Central heat pump,1.0,1.0,1.0,0-2,0.0,,1,Owned,176.33,859.59,250.08,0,0.0,2.5-3.5,1258.15,2544.15
1407,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2201.0,Central,F: +20 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,132.76,90.97,152.13,0,0.0,1.5-2,301.67,677.53
1408,Detached house,Marine,2000-2009,2094.0,Individual,D: 10-14 yrs,Other individual,1.0,0.0,0.0,3,0.0,2.0,1,Owned,8.3,712.22,131.2,0,0.0,1.5-2,1158.5,2010.22
1409,Detached house,Marine,1990-1999,2903.0,None,B: 2-4 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,,1,Owned,0.0,473.55,481.01,0,0.0,2.5-3.5,1599.58,2554.14
1410,Detached house,Cold/Very Cold,1980-1989,2456.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,4,1.0,2.0,2,Owned,146.2,660.39,232.17,0,1.0,2.5-3.5,917.6099999999999,1956.37
1411,Apartment in bld with 5+ units,Hot-Humid,2010-2015,1432.0,Central,C: 5-9 yrs,Central heat pump,0.0,,,0-2,0.0,,NA,Rented,314.88,114.16,261.78,0,,0-1,651.4,1342.2199999999998
1412,Detached house,Cold/Very Cold,.<1950,2945.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,3,0.0,2.0,2,Owned,248.33,1123.08,327.57,0,0.0,1.5-2,983.67,2682.6499999999996
1413,Detached house,Marine,1970-1979,2279.0,None,F: +20 yrs,Other individual,0.0,1.0,1.0,3,1.0,,2,Owned,0.0,803.67,133.09,0,0.0,1.5-2,1238.0,2174.76
1414,Detached house,Hot-Humid,1980-1989,2808.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,4,0.0,2.0,2,Owned,329.74,45.03,298.65,0,0.0,2.5-3.5,918.8900000000001,1592.31
1415,Apartment in bld with 5+ units,Mixed-Humid,2010-2015,1432.0,Central,A: -2 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,66.05,99.09,217.36,0,,1.5-2,624.62,1007.12
1416,Detached house,Mixed-Humid,1980-1989,6438.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,3,1.0,,2,Owned,553.56,557.93,395.16,1,1.0,2.5-3.5,1596.37,3103.0199999999995
1417,Detached house,Hot-Humid,2000-2009,3080.0,Central,C: 5-9 yrs,Other individual,1.0,0.0,0.0,4,1.0,2.0,2,Owned,767.81,313.72,226.62,0,0.0,2.5-3.5,689.26,1997.41
1418,Attached house,Hot-Humid,2010-2015,2858.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,2,Owned,333.64,312.76,147.81,0,0.0,2.5-3.5,515.91,1310.12
1419,Apartment in bld with 5+ units,Hot-Humid,1980-1989,1125.0,None,None,None,1.0,,,0-2,,,NA,Rented,0.0,0.0,102.2,0,,1.5-2,548.6,650.8000000000001
1420,Detached house,Cold/Very Cold,2010-2015,1526.0,Central,A: -2 yrs,Central furnace,0.0,1.0,1.0,4,1.0,3.0,2,Owned,62.41,824.43,162.68,0,0.0,+3.5,836.6600000000001,1886.18
1421,Detached house,Mixed-Humid,1980-1989,1428.0,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,3,0.0,,1,Owned,146.54,219.04,439.29,0,0.0,1.5-2,1286.02,2090.89
1422,Detached house,Cold/Very Cold,1990-1999,2725.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,2,Owned,161.2,494.08,101.17,0,0.0,2.5-3.5,1051.28,1807.73
1423,Attached house,Mixed-Humid,2000-2009,2237.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,Split-level,Owned,228.05,617.93,429.04,0,0.0,2.5-3.5,1657.82,2932.84
1424,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,504.0,Individual,C: 5-9 yrs,Central water system,1.0,,,,,,NA,Rented,127.89,103.91,123.09,0,,0-1,628.4300000000001,983.32
1425,Detached house,Cold/Very Cold,1950-1959,3671.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,3,0.0,2.0,1,Owned,549.77,787.57,248.93,0,0.0,1.5-2,1309.96,2896.2300000000005
1426,Detached house,Hot-Humid,2000-2009,3350.0,Central,A: -2 yrs,Central heat pump,0.0,1.0,0.0,+4,1.0,1.0,2,Owned,600.96,323.14,354.57,0,0.0,2.5-3.5,1344.6,2623.27
1427,Detached house,Marine,1990-1999,3466.0,None,E: 15-19 yrs,Other individual,0.0,0.0,0.0,+4,1.0,2.0,2,Owned,0.0,383.47,288.92,0,0.0,+3.5,1158.4,1830.7900000000002
1428,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1980-1989,902.0,Central,None,None,0.0,,,0-2,,,NA,Rented,214.03,0.0,118.0,0,,1.5-2,655.59,987.62
1429,Detached house,Cold/Very Cold,2000-2009,2976.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,4,0.0,3.0,1,Owned,121.33,620.93,1625.74,0,1.0,2.5-3.5,3056.39,5424.389999999999
1430,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,775.0,Individual,A: -2 yrs,Central water system,0.0,,,0-2,,,NA,Rented,283.71,253.93,412.59,0,,0-1,2207.29,3157.52
1431,Detached house,Cold/Very Cold,.<1950,806.0,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,3,0.0,2.0,1,Rented,241.58,435.99,354.44,0,0.0,0-1,946.5500000000001,1978.56
1432,Detached house,Cold/Very Cold,.<1950,1975.0,Central,F: +20 yrs,Central water system,0.0,1.0,1.0,3,1.0,,2,Owned,340.1,1553.32,308.49,0,1.0,1.5-2,1298.15,3500.06
1433,Detached house,Hot-Humid,1950-1959,896.0,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0-2,1.0,2.0,1,Rented,307.9,412.49,96.16,0,0.0,0-1,481.45000000000005,1298.0
1434,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1970-1979,551.0,Central,C: 5-9 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,89.13,96.22,169.21,0,,0-1,317.0,671.56
1435,Apartment in bld with 2-4 units,Cold/Very Cold,1950-1959,1050.0,None,F: +20 yrs,Central furnace,0.0,,,3,0.0,,NA,Owned,0.0,788.51,360.44,0,,0-1,748.83,1897.7800000000002
1436,Apartment in bld with 5+ units,Cold/Very Cold,.<1950,1177.0,Individual,A: -2 yrs,Other individual,0.0,,,0-2,,,NA,Rented,78.28,327.11,66.61,0,,0-1,594.46,1066.46
1437,Mobile home,Mixed-Humid,1970-1979,1298.0,Individual,A: -2 yrs,Other individual,,,,3,,,NA,Owned,265.36,305.09,413.41,0,0.0,0-1,1705.1599999999999,2689.02
1438,Detached house,Marine,1970-1979,3512.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,4,1.0,3.0,1,Owned,461.72,702.04,202.66,0,0.0,2.5-3.5,2456.84,3823.26
1439,Detached house,Cold/Very Cold,1990-1999,3528.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,4,1.0,,1,Owned,67.34,1795.55,787.98,1,1.0,2.5-3.5,1147.8000000000002,3798.67
1440,Detached house,Cold/Very Cold,1980-1989,3696.0,None,B: 2-4 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,2,Owned,0.0,1469.1,316.77,0,0.0,2.5-3.5,1184.91,2970.7799999999997
1441,Detached house,Hot-Dry/Mixed-Dry,1970-1979,1900.0,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,1,Owned,416.19,716.55,392.94,0,0.0,1.5-2,2166.64,3692.3199999999997
1442,Detached house,Marine,1970-1979,1920.0,Both central and individual,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0-2,0.0,,2,Owned,19.48,1297.85,203.24,0,0.0,1.5-2,1544.83,3065.3999999999996
1443,Apartment in bld with 5+ units,Hot-Humid,2000-2009,810.0,Central,D: 10-14 yrs,Central heat pump,0.0,,,0-2,1.0,,NA,Rented,229.89,107.71,304.06,0,,1.5-2,1105.0300000000002,1746.69
1444,Detached house,Cold/Very Cold,1990-1999,2998.0,Central,F: +20 yrs,Central furnace,1.0,0.0,1.0,0-2,0.0,2.0,Split-level,Owned,95.94,726.71,408.82,0,0.0,1.5-2,1012.06,2243.5299999999997
1445,Detached house,Cold/Very Cold,1980-1989,2500.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,4,1.0,2.0,1,Owned,98.38,684.57,116.54,0,0.0,2.5-3.5,574.13,1473.62
1446,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1950-1959,430.0,None,F: +20 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,0.0,47.74,63.17,0,,0-1,440.79,551.7
1447,Detached house,Cold/Very Cold,2000-2009,3034.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,3,1.0,3.0,2,Owned,140.93,541.24,185.4,0,0.0,2.5-3.5,975.1699999999998,1842.7399999999998
1448,Detached house,Hot-Dry/Mixed-Dry,1980-1989,2014.0,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0-2,1.0,,1,Owned,432.71,1284.47,519.34,1,0.0,1.5-2,2296.02,4532.54
1449,Detached house,Cold/Very Cold,1960-1969,2097.0,Individual,C: 5-9 yrs,Other individual,1.0,0.0,1.0,0-2,,,2,Owned,125.05,0.0,801.92,0,0.0,0-1,1591.44,2518.41
1450,Attached house,Mixed-Humid,1990-1999,1622.0,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,0.0,0-2,1.0,1.0,2,Owned,453.71,449.86,209.37,0,0.0,2.5-3.5,751.3,1864.24
1451,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,2000-2009,1012.0,Central,D: 10-14 yrs,Central furnace,1.0,,,0-2,0.0,,NA,Rented,99.09,66.22,180.11,0,,1.5-2,603.92,949.3399999999999
1452,Apartment in bld with 5+ units,Hot-Humid,2000-2009,1012.0,Central,None,None,0.0,,,0-2,,,NA,Rented,383.43,0.0,483.98,0,,1.5-2,950.25,1817.66
1453,Apartment in bld with 5+ units,Cold/Very Cold,2000-2009,967.0,Individual,C: 5-9 yrs,Central furnace,1.0,,,0-2,1.0,,NA,Rented,12.72,76.3,131.42,0,,1.5-2,570.3399999999999,790.78
1454,Attached house,Marine,1970-1979,1055.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,0-2,1.0,1.0,1,Owned,62.71,293.85,125.93,0,0.0,1.5-2,1085.1499999999999,1567.6399999999999
1455,Mobile home,Cold/Very Cold,1970-1979,1536.0,Central,C: 5-9 yrs,Central furnace,,,,3,0.0,,NA,Owned,132.28,1336.13,661.13,0,0.0,1.5-2,1476.72,3606.26
1456,Attached house,Mixed-Humid,1990-1999,1038.0,Central,C: 5-9 yrs,Central water system,0.0,0.0,0.0,0-2,0.0,,2,Owned,84.59,327.46,118.11,0,0.0,2.5-3.5,612.17,1142.33
1457,Detached house,Mixed-Humid,.<1950,2673.0,Central,F: +20 yrs,Central furnace,0.0,1.0,1.0,4,1.0,,2,Owned,336.33,2153.8,778.32,0,0.0,0-1,2801.09,6069.540000000001
1458,Detached house,Hot-Humid,1980-1989,1058.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,384.25,75.46,388.75,0,1.0,1.5-2,2111.25,2959.71
1459,Detached house,Hot-Humid,1990-1999,3632.0,Central,E: 15-19 yrs,Central heat pump,1.0,1.0,0.0,4,1.0,2.0,3,Owned,481.52,212.02,256.25,0,0.0,+3.5,2007.33,2957.12
1460,Detached house,Cold/Very Cold,1980-1989,1868.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,3,1.0,2.0,1,Owned,74.41,462.54,212.77,0,0.0,2.5-3.5,976.4700000000001,1726.19
1461,Detached house,Cold/Very Cold,1990-1999,2470.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,4,0.0,2.0,2,Owned,170.86,473.47,330.75,0,0.0,2.5-3.5,1599.87,2574.95
1462,Apartment in bld with 2-4 units,Mixed-Humid,1990-1999,1120.0,Central,C: 5-9 yrs,Central heat pump,0.0,,,0-2,0.0,,NA,Owned,53.93,218.59,265.62,0,,1.5-2,963.5500000000001,1501.69
1463,Detached house,Hot-Humid,2000-2009,2876.0,Both central and individual,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0-2,0.0,,1,Owned,671.58,684.08,266.62,0,0.0,2.5-3.5,711.68,2333.96
1464,Detached house,Marine,1970-1979,2452.0,Central,D: 10-14 yrs,Central heat pump,1.0,0.0,0.0,4,1.0,2.0,2,Owned,54.53,423.76,237.49,0,0.0,2.5-3.5,1087.13,1802.91
1465,Detached house,Cold/Very Cold,.<1950,2142.0,Individual,F: +20 yrs,Central furnace,0.0,0.0,1.0,4,0.0,,2,Rented,86.6,1026.83,400.28,0,0.0,0-1,949.2800000000001,2462.99
1466,Detached house,Hot-Dry/Mixed-Dry,1990-1999,2448.0,Central,None,None,1.0,1.0,0.0,3,,,1,Owned,646.01,0.0,423.4,0,0.0,1.5-2,1395.32,2464.7299999999996
1467,Mobile home,Hot-Dry/Mixed-Dry,1960-1969,770.0,Individual,D: 10-14 yrs,Other individual,,,,0-2,1.0,,NA,Owned,140.14,337.06,202.63,0,0.0,0-1,392.86,1072.69
1468,Detached house,Cold/Very Cold,1950-1959,2100.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,4,1.0,1.0,1,Owned,94.9,1022.03,574.47,0,0.0,1.5-2,1244.61,2936.01
1469,Detached house,Mixed-Humid,.<1950,980.0,Both central and individual,A: -2 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,342.8,491.47,349.62,0,0.0,1.5-2,1525.9,2709.79
1470,Detached house,Cold/Very Cold,2000-2009,2750.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,+4,1.0,3.0,1,Owned,100.14,537.25,144.47,1,0.0,2.5-3.5,1622.25,2404.11
1471,Attached house,Hot-Dry/Mixed-Dry,1980-1989,1043.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,1,Owned,284.73,49.32,153.47,0,0.0,1.5-2,935.5899999999999,1423.11
1472,Detached house,Hot-Dry/Mixed-Dry,1970-1979,765.0,None,C: 5-9 yrs,Central heat pump,0.0,0.0,0.0,0-2,1.0,,1,Owned,0.0,180.9,55.2,0,0.0,0-1,407.0,643.1
1473,Detached house,Mixed-Humid,1990-1999,3572.0,Central,A: -2 yrs,Central furnace,1.0,0.0,1.0,+4,1.0,3.0,2,Owned,222.64,1185.02,262.5,0,0.0,2.5-3.5,531.59,2201.75
1474,Apartment in bld with 5+ units,Mixed-Humid,1950-1959,941.0,Central,F: +20 yrs,Central heat pump,1.0,,,0-2,1.0,,NA,Rented,237.88,289.87,113.0,0,,1.5-2,687.71,1328.46
1475,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1970-1979,826.0,None,A: -2 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,0.0,92.55,185.0,0,,0-1,528.0,805.55
1476,Detached house,Marine,.<1950,1125.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,4,1.0,1.0,1,Rented,67.97,361.27,1187.02,0,0.0,1.5-2,1982.01,3598.27
1477,Mobile home,Hot-Humid,2000-2009,717.0,Individual,None,None,,,,0-2,,,NA,Owned,283.79,0.0,374.68,0,0.0,1.5-2,693.01,1351.48
1478,Detached house,Mixed-Humid,1970-1979,1440.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,4,1.0,2.0,1,Occupied,360.65,712.48,238.32,1,0.0,2.5-3.5,1349.08,2660.5299999999997
1479,Detached house,Cold/Very Cold,1950-1959,1714.0,Individual,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,3,0.0,,2,Owned,345.82,1551.76,227.43,0,0.0,0-1,1040.45,3165.46
1480,Detached house,Hot-Humid,1980-1989,8501.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,+4,0.0,2.0,2,Owned,1945.71,307.85,205.72,0,1.0,+3.5,4670.74,7130.0199999999995
1481,Detached house,Marine,1950-1959,2976.0,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,4,0.0,3.0,1,Owned,103.63,932.34,357.4,0,0.0,+3.5,1197.5500000000002,2590.92
1482,Mobile home,Cold/Very Cold,1970-1979,902.0,Individual,C: 5-9 yrs,Central furnace,,,,0-2,0.0,,NA,Rented,123.18,1391.68,465.03,0,0.0,0-1,1774.23,3754.12
1483,Apartment in bld with 2-4 units,Cold/Very Cold,1970-1979,1232.0,Central,F: +20 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,68.95,884.51,306.88,0,,0-1,1346.09,2606.4300000000003
1484,Attached house,Hot-Humid,2000-2009,1316.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,2,Rented,263.9,728.89,442.05,0,0.0,2.5-3.5,1882.2799999999997,3317.12
1485,Detached house,Marine,.<1950,3496.0,None,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,2,Rented,0.0,110.09,337.17,0,0.0,1.5-2,800.5,1247.76
1486,Detached house,Mixed-Humid,.<1950,1000.0,None,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,1,Owned,0.0,396.62,372.0,0,0.0,0-1,1304.47,2073.09
1487,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,796.0,Individual,C: 5-9 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,8.78,227.17,244.96,0,,0-1,709.32,1190.23
1488,Detached house,Hot-Humid,2000-2009,1360.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,1.0,1,Owned,266.37,591.08,438.32,0,0.0,1.5-2,1691.08,2986.85
1489,Detached house,Hot-Humid,1990-1999,3110.0,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,0-2,1.0,2.0,1,Owned,382.04,53.92,144.83,0,0.0,1.5-2,775.5,1356.29
1490,Apartment in bld with 5+ units,Mixed-Humid,1970-1979,600.0,Central,F: +20 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,196.27,728.75,196.67,0,,0-1,1237.41,2359.1000000000004
1491,Detached house,Cold/Very Cold,1980-1989,4690.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,2,Owned,386.04,702.26,244.79,0,0.0,2.5-3.5,1796.46,3129.55
1492,Detached house,Hot-Humid,1980-1989,2986.0,Central,D: 10-14 yrs,Central heat pump,1.0,1.0,0.0,4,0.0,2.0,2,Owned,945.43,517.07,303.81,0,1.0,2.5-3.5,1597.5900000000001,3363.9
1493,Detached house,Mixed-Humid,1950-1959,3024.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0-2,1.0,,1,Owned,105.56,262.6,247.81,0,0.0,0-1,657.8,1273.77
1494,Detached house,Cold/Very Cold,1960-1969,3854.0,Both central and individual,E: 15-19 yrs,Central water system,1.0,0.0,1.0,4,1.0,2.0,Split-level,Owned,536.83,717.93,182.06,0,0.0,2.5-3.5,1947.63,3384.45
1495,Detached house,Hot-Humid,1950-1959,1815.0,Central,None,None,0.0,1.0,0.0,4,,,1,Owned,727.65,0.0,397.78,0,0.0,1.5-2,804.1899999999999,1929.62
1496,Mobile home,Cold/Very Cold,1980-1989,600.0,None,C: 5-9 yrs,Central furnace,,,,3,0.0,,NA,Owned,0.0,281.6,489.81,0,0.0,1.5-2,1249.0,2020.41
1497,Attached house,Cold/Very Cold,1980-1989,1034.0,Central,F: +20 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,,2,Rented,128.59,297.12,203.94,0,0.0,1.5-2,682.42,1312.0700000000002
1498,Detached house,Cold/Very Cold,2000-2009,2018.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,2.0,2,Owned,161.32,306.44,213.12,0,0.0,2.5-3.5,754.81,1435.69
1499,Mobile home,Cold/Very Cold,1960-1969,1159.0,None,F: +20 yrs,Central furnace,,,,0-2,1.0,,NA,Owned,0.0,1031.64,323.62,0,0.0,0-1,1599.65,2954.9100000000003
1500,Detached house,Mixed-Humid,1960-1969,5106.0,Central,B: 2-4 yrs,Central furnace,0.0,0.0,1.0,4,0.0,,2,Owned,530.58,1466.31,322.71,0,0.0,2.5-3.5,2056.42,4376.02
1501,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,425.0,Central,C: 5-9 yrs,Central furnace,0.0,,,,0.0,,NA,Rented,19.95,416.09,529.05,0,,0-1,1328.04,2293.13
1502,Detached house,Hot-Dry/Mixed-Dry,1980-1989,1255.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,2.0,1,Rented,186.89,105.99,160.36,0,1.0,1.5-2,1403.5300000000002,1856.7700000000002
1503,Detached house,Mixed-Humid,.<1950,1199.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,1,Owned,194.64,1317.88,288.73,0,0.0,0-1,2117.36,3918.61
1504,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1980-1989,1150.0,Central,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,72.77,52.73,307.48,0,,1.5-2,303.1,736.08
1505,Detached house,Mixed-Humid,1950-1959,2605.0,Individual,A: -2 yrs,Other individual,0.0,1.0,1.0,3,,1.0,1,Owned,321.33,0.0,620.99,0,0.0,0-1,1715.5600000000002,2657.88
1506,Detached house,Hot-Dry/Mixed-Dry,1960-1969,2385.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,1,Owned,232.81,490.65,308.74,0,0.0,2.5-3.5,626.3199999999999,1658.52
1507,Detached house,Marine,1990-1999,2081.0,Central,E: 15-19 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,60.41,574.49,332.59,0,0.0,1.5-2,1552.86,2520.35
1508,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,949.0,Central,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,12.58,55.93,97.49,0,,0-1,598.3299999999999,764.3299999999999
1509,Detached house,Mixed-Humid,.<1950,3328.0,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,4,1.0,,2,Owned,362.24,1365.37,403.53,0,0.0,1.5-2,1345.65,3476.79
1510,Detached house,Mixed-Humid,1980-1989,1440.0,Central,B: 2-4 yrs,Other individual,1.0,0.0,0.0,0-2,0.0,,2,Owned,157.73,737.93,508.73,0,0.0,1.5-2,1833.26,3237.6499999999996
1511,Detached house,Cold/Very Cold,.<1950,2450.0,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0-2,1.0,1.0,1,Owned,118.07,717.1,175.95,0,0.0,1.5-2,791.29,1802.41
1512,Detached house,Hot-Humid,1980-1989,2900.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,4,0.0,2.0,2,Owned,790.49,1080.33,159.45,1,1.0,2.5-3.5,1716.59,3746.8599999999997
1513,Detached house,Hot-Humid,1980-1989,1784.0,Central,None,None,1.0,1.0,0.0,0-2,,2.0,1,Owned,869.11,0.0,314.76,0,0.0,1.5-2,810.2399999999999,1994.1099999999997
1514,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,861.0,None,A: -2 yrs,Other individual,0.0,,,0-2,,,NA,Rented,0.0,67.56,178.51,0,,0-1,571.54,817.6099999999999
1515,Detached house,Hot-Humid,1960-1969,1140.0,Central,None,None,0.0,0.0,0.0,0-2,,,1,Owned,880.19,0.0,297.62,0,0.0,0-1,820.3499999999999,1998.1599999999999
1516,Detached house,Hot-Dry/Mixed-Dry,1960-1969,1110.0,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,4,0.0,2.0,1,Owned,149.64,108.6,103.97,0,0.0,1.5-2,896.36,1258.5700000000002
1517,Detached house,Cold/Very Cold,1990-1999,3210.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,3,1.0,2.0,2,Owned,142.73,348.76,157.77,0,0.0,2.5-3.5,1221.95,1871.21
1518,Detached house,Marine,.<1950,1982.0,None,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,0-2,0.0,2.0,1,Owned,0.0,318.05,122.84,0,0.0,0-1,263.54,704.4300000000001
1519,Detached house,Mixed-Humid,2010-2015,7069.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,4,1.0,3.0,2,Owned,436.77,1278.3,317.11,0,0.0,+3.5,1713.3899999999999,3745.5699999999997
1520,Detached house,Cold/Very Cold,.<1950,2250.0,Individual,F: +20 yrs,Other individual,1.0,1.0,1.0,3,1.0,,1,Owned,21.68,570.79,268.66,0,0.0,0-1,1105.75,1966.8799999999999
1521,Detached house,Cold/Very Cold,1970-1979,2620.0,None,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,3,1.0,1.0,1,Owned,0.0,549.57,304.95,0,0.0,1.5-2,827.25,1681.77
1522,Apartment in bld with 5+ units,Hot-Humid,2000-2009,687.0,Central,C: 5-9 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,241.45,37.24,447.0,0,,1.5-2,935.9099999999999,1661.6
1523,Detached house,Cold/Very Cold,1980-1989,3798.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,4,0.0,2.0,Split-level,Owned,265.15,673.57,422.89,0,0.0,0-1,1079.65,2441.26
1524,Detached house,Hot-Humid,1980-1989,2700.0,None,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,0.0,1171.27,767.61,0,0.0,1.5-2,2736.99,4675.87
1525,Detached house,Hot-Dry/Mixed-Dry,1990-1999,2050.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,3,1.0,3.0,1,Owned,219.5,194.62,136.33,0,0.0,1.5-2,1027.42,1577.8700000000001
1526,Detached house,Cold/Very Cold,1950-1959,4284.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,+4,0.0,2.0,2,Owned,268.11,1338.26,102.07,0,0.0,1.5-2,1512.1,3220.54
1527,Detached house,Hot-Humid,1960-1969,760.0,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,0-2,,,1,Owned,155.98,1108.6,580.62,0,0.0,0-1,764.36,2609.56
1528,Apartment in bld with 5+ units,Mixed-Humid,2000-2009,616.0,Individual,D: 10-14 yrs,Central water system,0.0,,,,,,NA,Rented,94.99,114.95,130.86,0,,0-1,560.5,901.3
